V001_StudentID,V002_MatriculaID,V003_CohorteIngreso,V004_AnioIngreso,V005_SemestreIngreso,V006_Edad,V007_Genero,V008_Distrito,V009_NivelSocioeconomico,V010_ColegioProc,V011_TipoIngreso,V012_Facultad,V013_Carrera,V014_CicloActual,V015_CreditosAprobados,V016_CreditosCicloActual,V017_PPA,V018_PPC,V019_CursosDesaprobadosHist,V020_CursosRepetidosActual,V021_TasaAprobacionHist,V022_EstadoMatricula,V023_PensionMensual,V024_BecaTipo,V025_BecaMonto,V026_MoraPensionDias,V027_DeudaPendienteMatricula,V028_TrabajaActualmente,V029_IngresoLaboralMensual,V030_HorasTrabajoSemana,V031_TasaAsistenciaPct,V032_HorasEstudioSemana,V033_HorasLMS_Semana,V034_AccesosLMS_Semana,V035_TareasEntregadasPct,V036_ParticipacionForos,V037_VisitasBiblioteca_Mes,V038_VisitasTutoria,V039_ActividadesExtracurr,V040_GruposEstudio,V041_IndiceBienestarMental,V042_IndiceBienestarFisico,V043_VisitasPsicologia,V044_VisitasCentroSalud,V045_IndiceEstresPercibido,V046_SatisfaccionGeneral,V047_SatisfaccionDocentes,V048_SatisfaccionServicios,V049_NPS_Universidad,V050_UsoAppUPIE,V051_SesionesApp_Semana,V052_MinutosVideo_Semana,V053_TokensForoTexto,V054_SentimientoForoNLP,V055_RatioAlumnoDocente,V056_TamañoClase,V057_DocentesTCpct,V058_ConveniosEmpresa,V059_PracticasProfesionales,V060_OfertaPracticasRecibidas,V061_MentoriaSesiones,V062_ServiciosCarreraUso,V063_TasaEmpleabilidadCarrera,V064_SalarioPrimerEmpleo,V065_RedExalumnosActivo,V066_DonacionEgresado,V067_RiesgoDesercionPCA1,V068_EmbeddingSimilitudEstudiante,V069_InstrumentoPandemia,V070_DriftScoreCohorte,V071_FoldCV_K5,V072_ConfidenceScoreDesercion,V073_PesoSMOTE_Desercion,V074_SHAP_MoraPension,V075_DesercionBinario,V076_RiesgoAcademicoAlto,V077_SegmentoRetencion,V078_TutoriasRecomendadas
UPIE-00864,MAT-00864,2020-II,2020,II,26,M,VES,B,Nacional,Examen regular,Humanidades,Comunicaciones,4,54,17,13.88,15.89,0,0,0.886,Reserva,1456.44,Beca total,1456.44,0,0.0,1,1204.48,10,94.1,9.7,10.1,17,87.6,4,0,1,3,2,60.4,79.2,0,3,20.2,63.6,76.7,91.4,93,0,0,322.2,66,0.3999,21.8,43,0.742,10,1,3,0,1,0.719,0.0,1,597.95,-0.1674,0.7575,1,0.1425,3,0.5515,1.0,-0.0294,0,0,Comprometido,0
UPIE-00865,MAT-00865,2021-II,2021,II,23,F,Surco,C,Nacional,Examen regular,Ingeniería,Ing. Electrónica,9,126,13,13.86,15.22,1,0,0.947,Activo,1731.63,PRONABEC,1471.89,15,662.92,0,0.0,0,56.6,26.9,4.8,13,95.1,0,0,2,0,2,50.0,58.3,2,2,58.7,78.4,100.0,42.4,31,1,6,233.7,39,0.4306,26.3,38,0.508,11,0,0,4,0,0.7,0.0,1,198.8,-0.055,0.6952,1,0.2055,4,0.4165,1.0,0.1219,0,0,En seguimiento,0
UPIE-00866,MAT-00866,2023-II,2023,II,34,M,Miraflores,A,Privado,Examen regular,Negocios,Administración,5,83,18,10.39,16.59,5,0,0.777,Activo,2054.08,Sin beca,0.0,0,0.0,0,0.0,0,70.2,15.6,10.2,12,71.7,4,0,0,0,0,77.6,95.8,1,3,43.1,73.8,75.7,31.8,91,1,4,124.5,87,0.3427,19.6,26,0.365,6,0,0,5,0,0.98,0.0,0,0.0,-0.1129,0.827,0,0.1108,0,0.4193,1.0,-0.0006,0,1,En seguimiento,1
UPIE-00867,MAT-00867,2022-I,2022,I,46,M,Otro,C,Nacional,Examen regular,Derecho,Derecho,9,125,15,12.68,8.9,0,3,0.949,Desertor,1497.84,Beca parcial,598.68,0,0.0,0,0.0,0,92.6,27.0,7.5,22,91.9,3,1,0,1,0,59.8,95.4,2,3,19.1,84.6,64.9,81.3,76,1,10,146.7,63,0.6448,28.7,35,0.34,1,0,0,4,1,0.868,0.0,0,0.0,-0.11,0.6661,0,0.158,1,0.9596,5.0,-0.0068,0,0,Comprometido,2
UPIE-00868,MAT-00868,2017-II,2017,II,24,M,SJL,C,Privado elite,Examen regular,Negocios,Administración,10,145,19,11.66,16.62,3,0,0.852,Activo,1775.38,Sin beca,0.0,0,0.0,0,0.0,0,86.3,23.9,0.2,19,83.2,2,2,2,1,1,88.0,75.8,1,2,21.8,72.2,77.5,46.1,-12,1,6,71.2,62,0.6239,19.8,23,0.425,16,1,5,5,0,0.757,0.0,0,0.0,-0.1145,0.6497,0,0.1395,2,0.6777,1.0,-0.0064,1,0,En seguimiento,1
UPIE-00869,MAT-00869,2018-I,2018,I,41,F,VES,C,Privado,Convenio empresa,Ingeniería,Ing. Industrial,10,140,21,12.95,12.66,1,0,0.989,Activo,1602.74,Sin beca,0.0,0,0.0,0,0.0,0,88.9,18.4,9.6,13,92.6,3,3,1,2,1,81.3,93.9,0,1,18.2,96.8,65.7,47.8,-12,0,0,69.3,83,0.9935,19.2,50,0.328,17,1,0,1,1,0.725,0.0,0,0.0,-0.3864,0.8512,0,0.1145,3,0.6377,1.0,0.0604,0,0,Comprometido,0
UPIE-00870,MAT-00870,2019-II,2019,II,37,M,VES,B,Privado,Examen regular,Ciencias de la Salud,Enfermería,7,115,15,15.71,11.0,0,0,0.918,Activo,2608.74,Beca parcial,1206.96,0,0.0,1,842.58,32,92.8,19.2,7.5,13,95.9,2,0,0,0,2,63.8,87.9,0,5,36.7,100.0,76.0,55.4,38,0,0,141.7,74,0.804,20.0,29,0.618,17,1,1,7,0,0.674,0.0,1,78.81,-0.1846,0.754,0,0.072,4,0.444,1.0,-0.034,0,0,Estrella,1
UPIE-00871,MAT-00871,2018-II,2018,II,34,M,Los Olivos,A,Privado,Examen regular,Humanidades,Traducción,2,29,13,15.05,15.03,0,0,0.957,Egresado,3560.97,Sin beca,0.0,0,0.0,0,0.0,0,86.6,21.7,5.8,8,85.8,2,1,2,3,1,79.4,75.4,0,1,27.3,61.8,98.2,50.8,18,0,0,60.4,57,0.5133,20.3,23,0.661,17,0,0,1,0,0.736,1962.17,1,256.36,-0.1936,0.8268,0,0.0477,0,0.4992,1.0,-0.0041,0,0,Estrella,1
UPIE-00872,MAT-00872,2017-I,2017,I,43,M,San Borja,A,Privado,Traslado externo,Negocios,Administración,8,114,18,10.51,14.64,3,0,0.846,Desertor,3546.39,Beca parcial,1095.86,60,7522.39,0,0.0,0,66.7,22.6,8.1,14,80.9,2,4,1,5,0,58.0,92.9,0,1,41.6,80.5,55.2,69.0,1,1,6,54.5,54,1.0,29.5,44,0.364,3,0,0,2,1,0.687,0.0,0,0.0,0.0953,0.7326,0,0.1078,1,0.752,5.0,0.2705,0,1,En seguimiento,3
UPIE-00873,MAT-00873,2018-II,2018,II,42,M,Callao,D,Nacional,Examen regular,Ciencias de la Salud,Medicina,10,163,21,14.55,12.85,0,1,1.0,Activo,333.0,Sin beca,0.0,60,362.09,0,0.0,0,80.9,28.1,10.9,10,98.2,3,3,2,1,0,75.9,87.4,2,3,51.6,75.2,69.0,77.1,0,1,5,137.2,72,0.5251,26.4,45,0.484,13,0,0,1,0,0.694,0.0,1,480.53,0.1235,0.7176,0,0.0633,2,0.5573,1.0,0.2663,0,0,En seguimiento,0
UPIE-00874,MAT-00874,2020-I,2020,I,28,F,La Molina,B,Privado,Examen regular,Negocios,Marketing,10,154,17,12.65,16.91,3,0,0.797,Desertor,2738.75,Beca total,2738.75,0,0.0,1,4455.59,25,92.2,25.5,6.0,11,87.6,6,1,0,1,0,32.0,72.3,0,3,82.5,100.0,88.2,90.4,36,0,0,51.7,95,1.0,26.2,37,0.666,9,1,5,3,1,0.62,0.0,1,133.04,-0.0574,0.8028,1,0.1637,3,0.6302,5.0,-0.0724,0,0,Comprometido,4
UPIE-00875,MAT-00875,2020-II,2020,II,40,F,Los Olivos,D,Privado elite,Convenio empresa,Ingeniería,Ing. Industrial,9,141,13,9.21,14.23,4,0,0.812,Activo,748.25,Sin beca,0.0,120,3457.31,0,0.0,0,88.4,36.8,12.8,10,63.1,2,0,2,0,3,73.2,81.4,1,3,52.8,93.8,45.4,64.4,78,0,0,53.6,70,0.6704,19.3,45,0.663,23,0,0,1,0,0.7,0.0,1,41.04,0.0362,0.7778,1,0.0894,4,0.4754,1.0,0.6018,0,1,En crisis,2
UPIE-00876,MAT-00876,2017-I,2017,I,37,F,San Miguel,D,Nacional,Convenio empresa,Ciencias de la Salud,Enfermería,3,39,15,14.45,11.58,0,0,1.0,Reserva,399.91,Convenio,226.64,0,0.0,1,1121.07,47,88.3,16.8,10.0,11,100.0,4,5,1,1,1,73.4,62.3,0,1,65.6,45.1,68.0,51.4,82,1,8,126.0,90,-0.1365,32.3,22,0.597,18,0,0,1,1,0.689,0.0,0,0.0,-0.0725,0.5678,0,0.0089,0,0.6438,1.0,-0.0281,0,0,Comprometido,1
UPIE-00877,MAT-00877,2021-I,2021,I,31,M,Callao,A,Nacional,Traslado externo,Ingeniería,Ing. Civil,7,124,17,11.82,16.29,0,0,0.901,Separado,4033.88,Sin beca,0.0,0,0.0,0,0.0,0,74.4,19.0,7.2,9,85.7,3,1,1,1,1,51.1,89.0,0,2,66.4,83.2,88.4,65.2,14,1,5,24.3,82,0.9529,27.0,28,0.625,2,0,0,1,0,0.376,0.0,1,28.67,0.1047,0.7034,1,0.2032,1,0.4537,1.0,-0.0115,0,0,En seguimiento,1
UPIE-00878,MAT-00878,2023-I,2023,I,38,F,Callao,B,Privado,Traslado externo,Negocios,Marketing,9,158,16,11.58,14.87,2,0,0.843,Activo,2641.77,Sin beca,0.0,0,0.0,0,0.0,0,79.2,24.4,4.5,13,87.5,0,2,0,2,1,48.2,78.8,0,0,31.9,59.6,100.0,82.5,90,0,0,178.3,34,0.2435,31.8,15,0.579,8,0,0,4,1,0.959,0.0,0,0.0,-0.1506,0.7686,0,0.1147,2,0.4665,1.0,0.0313,0,0,En seguimiento,0
UPIE-00879,MAT-00879,2023-II,2023,II,51,F,SJL,C,Nacional,Examen regular,Ciencias de la Salud,Fisioterapia,10,177,18,11.84,14.43,2,0,0.788,Activo,1093.76,Sin beca,0.0,0,0.0,1,1513.21,47,82.0,13.8,13.5,19,76.0,2,2,4,5,1,74.2,97.1,0,1,91.0,70.0,65.8,54.5,9,0,0,85.6,64,0.6737,19.4,22,0.445,6,1,3,1,0,0.605,0.0,0,0.0,-0.0427,0.7039,0,0.1888,3,0.4925,1.0,-0.0098,0,0,En seguimiento,2
UPIE-00880,MAT-00880,2024-I,2024,I,16,F,Otro,B,Nacional,Examen regular,Ingeniería,Ing. Industrial,6,84,20,12.23,13.38,3,1,0.828,Activo,2759.42,Beca parcial,1771.61,0,0.0,0,0.0,0,90.2,15.5,4.1,8,73.7,1,8,1,2,0,72.2,76.4,0,2,41.8,100.0,78.4,76.6,77,0,0,175.8,35,0.7247,29.7,40,0.619,7,0,0,5,0,0.783,0.0,1,500.29,-0.0094,0.7523,0,0.0785,4,0.5922,1.0,-0.0253,0,0,Comprometido,0
UPIE-00881,MAT-00881,2022-I,2022,I,21,M,Pueblo Libre,B,Privado,Examen regular,Ingeniería,Ing. Industrial,7,104,19,15.42,12.99,0,2,0.858,Egresado,2231.7,Sin beca,0.0,0,0.0,0,0.0,0,82.7,17.1,14.7,14,80.2,1,0,1,4,0,65.9,82.5,1,0,77.7,100.0,97.6,54.3,-12,1,6,69.3,47,0.8965,26.6,47,0.652,10,1,2,2,1,0.638,2757.52,0,0.0,0.062,0.6019,0,0.0276,0,0.4945,1.0,0.0104,0,0,Comprometido,1
UPIE-00882,MAT-00882,2024-I,2024,I,34,M,Lince,D,Privado,Examen regular,Negocios,Economía,4,62,16,11.75,11.66,2,1,0.954,Desertor,385.42,Beca total,385.42,0,0.0,0,0.0,0,86.3,23.4,11.0,14,92.3,1,0,1,2,3,87.8,83.2,0,3,36.9,51.6,74.4,40.1,49,1,4,80.4,49,-0.1361,18.1,40,0.503,24,0,0,0,0,0.824,0.0,0,0.0,-0.263,0.7308,0,0.2954,1,0.3654,5.0,-0.0433,1,0,En seguimiento,0
UPIE-00883,MAT-00883,2023-II,2023,II,48,M,Los Olivos,C,Nacional,Examen regular,Ingeniería,Ing. Electrónica,2,34,20,8.73,12.87,1,0,0.972,Desertor,1549.48,Beca parcial,1083.37,0,0.0,1,991.33,47,35.1,26.5,7.5,9,90.7,5,5,5,2,1,70.4,53.3,1,2,48.0,70.7,65.6,86.8,65,1,4,49.7,119,0.3979,28.7,17,0.493,14,0,0,5,1,0.598,0.0,0,0.0,0.2835,0.5686,0,0.0487,2,0.7585,5.0,-0.0377,1,1,Vulnerable,1
UPIE-00884,MAT-00884,2021-I,2021,I,41,F,VES,C,Privado elite,Examen regular,Ingeniería,Ing. Industrial,3,39,21,14.04,11.2,0,0,0.949,Activo,880.72,Sin beca,0.0,0,0.0,0,0.0,0,77.4,21.0,4.7,11,88.1,5,2,0,1,3,72.4,94.1,2,0,41.5,78.0,71.2,96.6,34,0,0,93.9,89,0.3779,26.2,39,0.35,1,0,0,1,1,0.481,0.0,1,150.59,-0.3009,0.7758,1,0.0772,3,0.5667,1.0,0.095,0,0,Comprometido,0
UPIE-00885,MAT-00885,2020-I,2020,I,24,M,Miraflores,B,Privado,Examen regular,Derecho,Derecho,8,114,16,14.26,10.83,0,2,0.998,Desertor,1877.67,Convenio,1134.22,0,0.0,0,0.0,0,92.0,15.2,11.9,12,98.4,3,3,1,1,1,38.2,71.7,0,1,37.8,79.8,88.7,83.1,28,1,7,126.2,57,0.6031,23.0,32,0.733,7,0,0,0,0,0.677,0.0,0,0.0,-0.1691,0.7559,1,0.1297,4,0.6269,5.0,-0.0659,0,0,Comprometido,1
UPIE-00886,MAT-00886,2021-I,2021,I,50,M,Otro,B,Otro,Examen regular,Ingeniería,Ing. Civil,2,30,12,14.59,13.4,0,0,0.92,Activo,1690.61,Sin beca,0.0,0,0.0,1,4625.99,46,67.0,7.3,7.5,14,100.0,4,3,1,1,1,68.5,87.5,0,0,45.4,66.0,63.8,57.6,47,0,0,102.3,96,-0.0089,22.1,36,0.368,22,0,0,2,0,0.698,0.0,1,220.14,-0.1313,0.8643,1,0.0475,0,0.5204,1.0,-0.0751,0,0,En seguimiento,1
UPIE-00887,MAT-00887,2018-I,2018,I,22,F,Los Olivos,B,Nacional,Examen regular,Negocios,Marketing,2,26,16,11.94,9.87,4,1,0.801,Activo,1921.41,Convenio,902.99,0,0.0,1,2573.93,18,79.1,21.6,4.6,19,76.3,3,1,0,2,3,44.0,90.5,0,1,44.7,60.1,74.1,93.3,3,1,14,58.9,88,0.1577,27.6,15,0.548,19,0,0,1,1,0.774,0.0,0,0.0,0.0893,0.5571,0,0.1715,1,0.5146,1.0,-0.06,1,0,En seguimiento,2
UPIE-00888,MAT-00888,2022-II,2022,II,30,M,Magdalena,D,Nacional,Beca PRONABEC,Ciencias de la Salud,Nutrición,1,16,16,12.61,9.08,1,0,0.838,Activo,885.57,Beca parcial,468.98,15,276.62,0,0.0,0,59.1,9.7,2.8,9,75.0,2,2,1,0,3,49.2,53.5,0,1,79.0,76.8,75.7,78.5,11,0,0,134.6,60,0.4261,34.2,48,0.63,15,0,0,6,0,0.943,0.0,1,705.99,-0.046,0.6594,0,0.0282,2,0.7988,1.0,0.1103,0,0,En seguimiento,0
UPIE-00889,MAT-00889,2023-I,2023,I,26,M,Surco,C,Nacional,Examen regular,Arquitectura,Diseño Gráfico,10,144,14,14.06,14.11,0,0,0.991,Activo,1547.93,Sin beca,0.0,0,0.0,0,0.0,0,87.9,8.4,13.4,5,100.0,6,3,2,4,1,70.7,78.2,0,0,87.6,82.4,71.3,74.4,-2,0,0,136.0,92,0.3294,24.4,54,0.675,8,1,0,2,0,0.799,0.0,0,0.0,0.0816,0.5899,0,0.1043,3,0.6623,1.0,0.0367,0,0,Comprometido,5
UPIE-00890,MAT-00890,2024-II,2024,II,43,F,Miraflores,C,Nacional,Examen regular,Ingeniería,Ing. Industrial,3,52,15,8.69,14.11,9,0,0.603,Egresado,1212.72,Sin beca,0.0,0,0.0,0,0.0,0,81.8,14.6,5.5,10,50.0,8,5,2,3,1,56.8,95.4,0,2,17.8,97.3,87.4,86.4,29,1,4,166.0,94,0.5925,26.5,48,0.473,7,1,3,2,0,0.845,2327.68,1,221.46,-0.1055,0.7274,0,0.0332,4,0.4637,1.0,-0.0593,0,1,Vulnerable,0
UPIE-00891,MAT-00891,2019-I,2019,I,25,M,Otro,C,Privado elite,Traslado externo,Negocios,Administración,5,86,16,12.5,18.02,0,0,1.0,Activo,907.89,Sin beca,0.0,0,0.0,1,1664.9,36,67.9,25.5,11.6,6,99.3,2,1,2,1,1,79.8,89.1,1,1,44.8,82.6,57.9,21.3,56,0,0,28.0,63,0.2863,31.3,51,0.389,17,0,0,1,1,0.712,0.0,0,0.0,-0.0567,0.6393,0,0.0507,0,0.8024,1.0,0.0201,0,0,En seguimiento,0
UPIE-00892,MAT-00892,2023-II,2023,II,38,F,La Molina,C,Nacional,Beca PRONABEC,Humanidades,Psicología,7,102,20,15.07,16.11,0,0,0.968,Activo,954.9,Sin beca,0.0,0,0.0,0,0.0,0,87.3,18.7,5.2,6,96.3,4,0,3,2,1,49.5,55.9,1,0,54.9,92.6,100.0,60.7,29,0,0,89.9,81,0.8708,26.0,23,0.629,11,1,5,1,1,0.666,0.0,0,0.0,-0.188,0.8486,0,0.156,1,0.5175,1.0,-0.0058,0,0,Estrella,0
UPIE-00893,MAT-00893,2021-II,2021,II,43,F,VES,C,Nacional,Examen regular,Negocios,Marketing,1,15,17,14.48,11.75,0,1,0.939,Egresado,1015.24,Convenio,443.64,0,0.0,0,0.0,0,93.4,9.6,3.6,7,83.3,5,3,1,2,1,56.7,95.7,0,1,22.3,81.6,45.2,43.6,8,0,0,75.1,90,0.7289,19.8,39,0.391,21,0,0,1,0,0.664,1796.24,0,0.0,-0.1996,0.7007,1,0.1627,2,0.4145,1.0,-0.0282,0,0,Comprometido,0
UPIE-00894,MAT-00894,2019-II,2019,II,26,M,VES,B,Nacional,Examen regular,Derecho,Derecho,9,161,15,17.89,10.86,0,0,1.0,Egresado,2474.36,PRONABEC,2103.21,0,0.0,0,0.0,0,69.9,9.4,1.5,8,100.0,4,1,0,0,2,90.3,65.0,0,1,42.0,59.3,79.1,98.6,14,1,8,62.1,89,0.4077,31.3,44,0.704,2,1,2,0,0,0.608,2713.78,0,0.0,-0.1249,0.7466,0,0.0594,3,0.5955,1.0,-0.0321,0,0,En seguimiento,1
UPIE-00895,MAT-00895,2018-I,2018,I,45,F,Otro,B,Nacional,Examen regular,Ingeniería,Ing. Industrial,4,61,19,15.07,10.06,0,0,0.95,Activo,2595.06,Beca total,2595.06,0,0.0,0,0.0,0,75.0,12.9,8.2,9,100.0,2,1,3,2,1,43.1,58.2,2,0,53.9,52.9,71.4,76.2,44,1,5,87.4,64,0.748,29.2,19,0.433,24,0,0,0,1,0.632,0.0,0,0.0,-0.1559,0.7308,0,0.0116,4,0.678,1.0,-0.0153,0,0,Comprometido,1
UPIE-00896,MAT-00896,2022-II,2022,II,36,F,VES,C,Nacional,Examen regular,Ciencias de la Salud,Medicina,9,148,15,10.48,16.02,3,0,0.845,Activo,940.37,Sin beca,0.0,0,0.0,1,3127.33,38,79.4,19.3,6.6,12,83.5,4,6,1,1,1,56.5,95.2,0,2,41.3,63.8,46.7,92.6,-19,1,3,141.2,87,0.432,19.7,41,0.617,2,0,0,2,0,0.751,0.0,0,0.0,-0.114,0.794,0,0.0235,0,0.6082,1.0,0.0172,0,1,En seguimiento,3
UPIE-00897,MAT-00897,2018-II,2018,II,38,F,Callao,C,Privado,Beca PRONABEC,Humanidades,Comunicaciones,7,94,21,12.57,13.09,0,1,0.993,Activo,1110.52,Convenio,455.29,0,0.0,0,0.0,0,84.7,29.5,12.7,19,100.0,0,2,2,1,2,66.1,74.2,0,2,39.0,77.5,54.9,63.1,7,1,2,37.6,42,0.6105,24.9,28,0.395,15,1,2,1,0,0.841,0.0,0,0.0,-0.1513,0.677,0,0.135,1,0.4164,1.0,-0.0328,0,0,Comprometido,2
UPIE-00898,MAT-00898,2024-I,2024,I,43,F,Miraflores,C,Nacional,Traslado externo,Ciencias de la Salud,Nutrición,8,124,15,17.4,10.87,0,0,0.929,Egresado,1189.26,Convenio,779.53,0,0.0,1,1188.31,45,91.3,18.1,4.6,15,100.0,1,1,1,3,1,30.6,73.3,0,1,14.6,46.2,85.1,86.7,84,1,5,152.8,57,0.0205,26.8,19,0.453,11,1,0,2,0,0.735,4147.46,1,337.5,-0.319,0.7631,0,0.0788,2,0.7262,1.0,-0.0544,0,0,Estrella,0
UPIE-00899,MAT-00899,2021-II,2021,II,42,M,SJL,B,Nacional,Traslado externo,Ingeniería,Ing. Civil,1,14,19,13.94,13.37,1,1,0.951,Activo,2036.58,Sin beca,0.0,0,0.0,1,4624.08,11,65.9,11.7,10.3,14,92.8,2,2,1,1,0,59.5,87.7,1,2,21.8,53.4,62.9,85.6,16,1,5,108.4,52,0.4003,19.4,26,0.628,4,0,0,4,1,0.662,0.0,0,0.0,-0.1052,0.7905,1,0.2082,3,0.7088,1.0,-0.0538,0,0,En seguimiento,4
UPIE-00900,MAT-00900,2022-I,2022,I,38,F,San Miguel,D,Otro,Examen regular,Ingeniería,Ing. Civil,9,125,18,12.51,18.55,1,0,0.863,Egresado,520.38,Beca parcial,228.35,0,0.0,0,0.0,0,69.4,22.0,4.2,5,69.5,4,0,0,1,1,34.8,85.5,0,2,60.7,73.0,100.0,41.9,70,1,7,98.5,77,0.892,28.8,26,0.663,20,1,0,1,1,0.579,5304.18,0,0.0,0.0843,0.5665,0,0.039,4,0.5372,1.0,-0.0018,0,0,En seguimiento,3
UPIE-00901,MAT-00901,2019-I,2019,I,19,F,Jesús María,C,Nacional,Examen regular,Ciencias de la Salud,Enfermería,8,126,20,11.81,12.03,3,1,0.795,Egresado,819.51,Sin beca,0.0,0,0.0,0,0.0,0,79.9,10.1,0.2,15,79.9,5,6,1,2,1,62.3,62.4,0,2,64.5,62.8,33.8,84.9,23,1,5,54.3,99,0.7318,25.7,17,0.369,9,0,0,7,0,0.758,2339.46,1,49.99,0.0844,0.6692,0,0.2759,0,0.6824,1.0,0.0341,1,0,En seguimiento,1
UPIE-00902,MAT-00902,2019-I,2019,I,21,M,Miraflores,C,Nacional,Directivo,Derecho,Derecho,9,129,18,10.98,8.85,1,3,0.916,Activo,1289.96,Sin beca,0.0,0,0.0,0,0.0,0,86.9,20.6,7.6,13,92.1,2,1,1,1,1,70.3,79.6,1,3,66.7,91.5,91.6,59.5,-17,1,9,161.8,54,0.7412,30.9,17,0.613,15,0,0,4,1,0.803,0.0,1,79.66,-0.0692,0.5783,0,0.0739,1,0.4914,1.0,0.0111,0,1,En seguimiento,0
UPIE-00903,MAT-00903,2018-I,2018,I,47,F,Los Olivos,C,Privado,Directivo,Negocios,Economía,9,148,16,10.41,16.97,5,0,0.71,Desertor,1206.47,Sin beca,0.0,0,0.0,1,2407.11,34,56.0,23.4,2.1,9,60.5,4,1,0,1,1,84.0,70.7,1,0,14.8,91.1,85.1,63.8,3,1,8,65.5,68,1.0,21.6,39,0.647,19,0,0,1,1,0.98,0.0,1,154.35,-0.0548,0.5959,0,0.2064,2,0.6559,5.0,0.0104,0,1,En seguimiento,1
UPIE-00904,MAT-00904,2024-I,2024,I,49,M,Los Olivos,C,Privado,Traslado externo,Negocios,Marketing,7,116,20,12.96,13.95,0,0,0.889,Activo,1344.28,Sin beca,0.0,0,0.0,1,3165.02,14,75.4,18.6,6.0,17,88.7,2,1,1,6,0,54.7,76.7,0,1,49.3,48.8,49.6,52.6,41,0,0,105.7,58,0.4284,20.0,25,0.481,1,0,0,1,1,0.757,0.0,0,0.0,-0.0823,0.7141,0,0.2999,3,0.7687,1.0,0.0137,0,0,Comprometido,1
UPIE-00905,MAT-00905,2018-I,2018,I,47,M,Callao,C,Privado,Traslado externo,Ciencias de la Salud,Fisioterapia,2,30,18,12.52,15.17,1,0,0.847,Desertor,973.77,Sin beca,0.0,30,541.99,0,0.0,0,76.0,6.5,17.8,18,98.6,2,2,2,2,1,71.6,59.7,0,1,55.6,42.6,72.3,85.5,60,0,0,44.2,70,0.4206,26.7,42,0.713,4,0,0,0,1,0.907,0.0,0,0.0,-0.1594,0.7225,0,0.0732,4,0.6523,5.0,0.0718,0,0,Comprometido,1
UPIE-00906,MAT-00906,2019-II,2019,II,50,M,Jesús María,C,Privado,Traslado externo,Ciencias de la Salud,Fisioterapia,2,26,20,10.27,11.75,4,2,0.82,Activo,1446.02,Beca total,1446.02,0,0.0,0,0.0,0,88.6,8.5,10.2,13,87.4,3,4,2,1,1,47.9,77.0,0,0,37.3,58.2,71.0,49.1,17,1,8,104.6,80,0.4225,31.1,52,0.35,17,1,0,3,0,0.804,0.0,0,0.0,-0.0308,0.7415,0,0.1385,0,0.5689,1.0,-0.0521,0,1,En seguimiento,1
UPIE-00907,MAT-00907,2024-I,2024,I,25,NB,La Molina,B,Privado,Examen regular,Derecho,Derecho,4,63,18,14.27,8.27,0,2,1.0,Activo,1988.85,Beca total,1988.85,0,0.0,1,1132.3,29,85.3,11.9,10.6,16,89.6,3,0,1,5,0,73.4,89.3,1,0,78.9,57.5,49.0,84.8,62,1,7,111.0,81,0.6385,23.9,42,0.433,15,0,0,0,1,0.773,0.0,1,310.79,-0.0832,0.6295,0,0.2213,1,0.654,1.0,-0.0643,0,0,Comprometido,0
UPIE-00908,MAT-00908,2020-I,2020,I,17,M,San Isidro,C,Nacional,Beca PRONABEC,Arquitectura,Diseño Gráfico,5,83,19,13.47,8.74,0,1,0.999,Separado,924.53,Sin beca,0.0,0,0.0,1,4143.64,12,85.2,9.0,11.4,6,100.0,3,5,4,3,2,62.5,73.2,2,0,43.8,66.1,100.0,43.2,28,1,3,95.1,79,0.4437,27.2,51,0.576,21,0,0,1,0,0.788,0.0,1,820.17,-0.0427,0.7584,1,0.0937,2,0.5947,1.0,0.0329,0,0,Comprometido,1
UPIE-00909,MAT-00909,2023-II,2023,II,50,M,Los Olivos,B,Privado elite,Examen regular,Derecho,Derecho,7,119,18,11.26,10.66,1,2,0.891,Egresado,1542.34,Beca parcial,873.77,0,0.0,0,0.0,0,87.2,9.3,12.8,10,79.7,2,2,1,0,0,68.1,51.2,0,0,55.4,73.9,67.9,49.9,20,1,10,190.0,65,0.3128,21.4,23,0.308,17,1,0,1,1,0.767,8147.23,1,173.83,-0.1832,0.7069,0,0.0485,3,0.6729,1.0,0.0523,0,0,En seguimiento,2
UPIE-00910,MAT-00910,2018-I,2018,I,17,F,Surco,C,Privado,Directivo,Ciencias de la Salud,Nutrición,2,35,12,12.62,9.5,1,1,0.879,Activo,841.3,Sin beca,0.0,0,0.0,0,0.0,0,76.8,17.3,4.3,13,77.2,3,1,0,3,2,64.2,98.2,0,2,36.4,79.9,60.9,85.2,77,0,0,151.1,76,0.8524,27.9,26,0.555,13,0,0,3,1,0.845,0.0,0,0.0,-0.1748,0.7491,0,0.1126,4,0.4385,1.0,-0.0119,0,0,Comprometido,2
UPIE-00911,MAT-00911,2023-I,2023,I,33,F,Otro,A,Privado,Examen regular,Negocios,Marketing,8,126,21,11.12,11.25,1,0,0.888,Activo,2627.82,Sin beca,0.0,0,0.0,1,1352.43,10,95.4,13.7,13.5,16,100.0,2,4,0,2,0,66.1,62.4,0,1,71.3,93.6,100.0,51.3,70,0,0,87.4,52,0.7875,21.5,44,0.339,15,0,0,3,0,0.634,0.0,0,0.0,-0.0085,0.6085,0,0.0188,0,0.7139,1.0,-0.0295,0,0,En seguimiento,1
